0.000000	24.886165
0.100000	61.928300
0.200000	64.436663
0.300000	64.239783
0.400000	66.006473
0.500000	55.481187
0.600000	37.688143
0.700000	59.980864
0.800000	55.235241
0.900000	54.467650
1.000000	62.701290
1.100000	52.520018
1.200000	51.115511
1.300000	70.173143
1.400000	31.256353
1.500000	57.418717
1.600000	63.319667
1.700000	63.707024
1.800000	51.484220
1.900000	65.418761
2.000000	49.013292
2.100000	27.293901
2.200000	70.050319
2.300000	67.259658
2.400000	48.413231
2.500000	70.890717
2.600000	51.624299
2.700000	49.268371
2.800000	52.617350
2.900000	42.711715
3.000000	53.903944
3.100000	68.240313
3.200000	46.118318
3.300000	49.757873
3.400000	47.763278
3.500000	36.629347
3.600000	62.330745
3.700000	58.629019
3.800000	52.443004
3.900000	59.010983
4.000000	78.496674
4.100000	57.229364
4.200000	54.054109
4.300000	55.961045
4.400000	42.163140
4.500000	47.387886
4.600000	66.381088
4.700000	71.757478
4.800000	58.361951
4.900000	40.742731
5.000000	60.216669
5.100000	51.152735
5.200000	56.503178
5.300000	45.155253
5.400000	48.639753
5.500000	63.936942
5.600000	47.066693
5.700000	47.905817
5.800000	53.274416
5.900000	50.129287
6.000000	47.088244
6.100000	47.279394
6.200000	41.893808
6.300000	50.980356
6.400000	55.637826
6.500000	59.923207
6.600000	66.776472
6.700000	52.963032
6.800000	42.504620
6.900000	60.339223
7.000000	53.276250
7.100000	75.269453
7.200000	48.233281
7.300000	66.222865
7.400000	45.748890
7.500000	72.434931
7.600000	53.461438
7.700000	52.483385
7.800000	56.379236
7.900000	63.686533
8.000000	62.277568
8.100000	43.753493
8.200000	84.030966
8.300000	67.332027
8.400000	79.181886
8.500000	51.205684
8.600000	46.445535
8.700000	65.982429
8.800000	46.109462
8.900000	63.875987
9.000000	49.260946
9.100000	67.258596
9.200000	52.305230
9.300000	77.516647
9.400000	48.504767
9.500000	49.592254
9.600000	55.401498
9.700000	50.475376
9.800000	47.554281
9.900000	66.150676
10.000000	72.582354
10.100000	61.308377
10.200000	65.750543
10.300000	52.416222
10.400000	48.910454
10.500000	51.010813
10.600000	60.730009
10.700000	42.531436
10.800000	65.302436
10.900000	61.128104
11.000000	60.067094
11.100000	63.930862
11.200000	57.567865
11.300000	76.160401
11.400000	61.365128
11.500000	63.175028
11.600000	64.257183
11.700000	76.743673
11.800000	37.422946
11.900000	55.185925
12.000000	43.166775
12.100000	59.883240
12.200000	69.518679
12.300000	59.940843
12.400000	49.815860
12.500000	68.557311
12.600000	51.315128
12.700000	47.569456
12.800000	52.229638
12.900000	54.817508
13.000000	52.675842
13.100000	55.293278
13.200000	54.549669
13.300000	62.617180
13.400000	64.135839
13.500000	67.795392
13.600000	56.440653
13.700000	53.669219
13.800000	36.100793
13.900000	49.469697
14.000000	50.558721
14.100000	42.964529
14.200000	49.953378
14.300000	49.042055
14.400000	62.130528
14.500000	67.265283
14.600000	83.283348
14.700000	53.941028
14.800000	61.548574
14.900000	54.062991
15.000000	59.064269
15.100000	61.110401
15.200000	47.053040
15.300000	43.901496
15.400000	60.125347
15.500000	38.867778
15.600000	51.332411
15.700000	57.977323
15.800000	52.515401
15.900000	48.251068
16.000000	54.126533
16.100000	48.181471
16.200000	48.768342
16.300000	47.403252
16.400000	50.713000
16.500000	67.444247
16.600000	61.291288
16.700000	69.055265
16.800000	47.998242
16.900000	43.721424
17.000000	50.791495
17.100000	43.740470
17.200000	71.642139
17.300000	50.709073
17.400000	44.123071
17.500000	43.687547
17.600000	54.224878
17.700000	43.505312
17.800000	55.910375
17.900000	58.858317
18.000000	75.817376
18.100000	74.178537
18.200000	42.340087
18.300000	32.408220
18.400000	41.512801
18.500000	73.289128
18.600000	68.022162
18.700000	68.675520
18.800000	57.877812
18.900000	56.411843
19.000000	50.919882
19.100000	43.462560
19.200000	45.649964
19.300000	63.632798
19.400000	55.672573
19.500000	48.277248
19.600000	58.453973
19.700000	58.642608
19.800000	66.609967
19.900000	56.922460
20.000000	60.957892
20.100000	61.228311
20.200000	51.520450
20.300000	80.479012
20.400000	56.912647
20.500000	47.809676
20.600000	57.149318
20.700000	60.089373
20.800000	61.992989
20.900000	43.725093
21.000000	47.076807
21.100000	58.747188
21.200000	68.104495
21.300000	69.284187
21.400000	51.793961
21.500000	44.632251
21.600000	43.071837
21.700000	50.312475
21.800000	65.199378
21.900000	59.227924
22.000000	32.885337
22.100000	65.683210
22.200000	54.463838
22.300000	49.326627
22.400000	69.113224
22.500000	46.568511
22.600000	64.012129
22.700000	51.389439
22.800000	55.044421
22.900000	68.854823
23.000000	33.795654
23.100000	55.516184
23.200000	51.762679
23.300000	46.522586
23.400000	58.894503
23.500000	64.532935
23.600000	50.706549
23.700000	68.793402
23.800000	48.633151
23.900000	41.526957
24.000000	37.032688
24.100000	45.513978
24.200000	67.388702
24.300000	53.581249
24.400000	75.970382
24.500000	36.711390
24.600000	74.292132
24.700000	63.547986
24.800000	51.956921
24.900000	66.328202
25.000000	46.435376
25.100000	45.654197
25.200000	50.885507
25.300000	47.942910
25.400000	60.468646
25.500000	66.674555
25.600000	59.788846
25.700000	67.137261
25.800000	64.911601
25.900000	49.169743
26.000000	66.829555
26.100000	57.137907
26.200000	65.274642
26.300000	51.834735
26.400000	75.444806
26.500000	77.125265
26.600000	60.049891
26.700000	38.325987
26.800000	46.476515
26.900000	56.985776
27.000000	46.774612
27.100000	75.207707
27.200000	62.743671
27.300000	59.231417
27.400000	42.879824
27.500000	63.718775
27.600000	65.650372
27.700000	35.197566
27.800000	74.882983
27.900000	37.625928
28.000000	51.810246
28.100000	57.083932
28.200000	54.727077
28.300000	65.253618
28.400000	54.148133
28.500000	46.469547
28.600000	54.419035
28.700000	64.698468
28.800000	56.034913
28.900000	78.373017
29.000000	62.194858
29.100000	62.131510
29.200000	47.538401
29.300000	33.721454
29.400000	57.590980
29.500000	49.407283
29.600000	54.517327
29.700000	57.422404
29.800000	72.882194
29.900000	48.814652
30.000000	55.013025
30.100000	42.257050
30.200000	75.849212
30.300000	73.627904
30.400000	41.615963
30.500000	47.959741
30.600000	35.623205
30.700000	78.314689
30.800000	74.349293
30.900000	47.314689
31.000000	47.364241
31.100000	67.826842
31.200000	60.697953
31.300000	75.757791
31.400000	58.139526
31.500000	73.668859
31.600000	30.464906
31.700000	56.353682
31.800000	65.606065
31.900000	56.219328
32.000000	68.230119
32.100000	57.578343
32.200000	72.794931
32.300000	75.444394
32.400000	68.348989
32.500000	57.216353
32.600000	80.653743
32.700000	73.367162
32.800000	80.132898
32.900000	101.829682
33.000000	69.976592
33.100000	51.677049
33.200000	65.977996
33.300000	53.106486
33.400000	93.552473
33.500000	72.615944
33.600000	83.383821
33.700000	85.123688
33.800000	92.393442
33.900000	83.378198
34.000000	86.638154
34.100000	80.903786
34.200000	83.734986
34.300000	97.547765
34.400000	104.513622
34.500000	97.962513
34.600000	92.898647
34.700000	100.373203
34.800000	100.210007
34.900000	100.928051
35.000000	119.750617
35.100000	126.333382
35.200000	115.899964
35.300000	103.473227
35.400000	125.537328
35.500000	126.074694
35.600000	127.846225
35.700000	135.021596
35.800000	129.440822
35.900000	136.948014
36.000000	160.497669
36.100000	151.159982
36.200000	124.274549
36.300000	162.356451
36.400000	151.029496
